transaction_id,date,store_id,region,product_id,category,price,quantity,discount_pct,amount,gender,age_group,payment_method,is_promo_period
233,2025-01-03,9,Санкт-Петербург,19,Лекарства (без рецепта),221.19,8,0.0,1769.52,Мужской,60+,Карта,0
234,2025-01-03,14,Казань,28,Лекарства (без рецепта),235.28,4,0.0,941.12,Мужской,46-60,Наличные,0
235,2025-01-03,19,Новосибирск,41,Косметика и гигиена,318.23,6,0.0,1909.38,Женский,31-45,Карта,0
236,2025-01-03,5,Москва,37,Косметика и гигиена,362.46,4,0.0,1449.84,Женский,18-30,Онлайн,0
237,2025-01-03,18,Новосибирск,2,Лекарства (рецепт),518.76,1,0.0,518.76,Мужской,60+,Наличные,0
238,2025-01-03,7,Москва,36,Косметика и гигиена,269.55,4,0.0,1078.2,Мужской,31-45,Онлайн,0
239,2025-01-03,9,Санкт-Петербург,30,Лекарства (без рецепта),347.78,5,0.0,1738.9,Женский,31-45,Карта,0
240,2025-01-03,5,Москва,22,Лекарства (без рецепта),296.25,3,0.0,888.75,Мужской,31-45,Онлайн,0
241,2025-01-03,21,Екатеринбург,42,Косметика и гигиена,245.36,4,0.0,981.44,Мужской,18-30,Карта,0
242,2025-01-03,6,Москва,14,Лекарства (рецепт),458.37,2,0.0,916.74,Женский,60+,Наличные,0
243,2025-01-03,1,Москва,20,Лекарства (без рецепта),325.54,4,0.0,1302.16,Женский,46-60,Карта,0
244,2025-01-03,5,Москва,28,Лекарства (без рецепта),235.28,2,0.0,470.56,Женский,31-45,Карта,0
245,2025-01-03,11,Санкт-Петербург,47,Косметика и гигиена,202.36,4,0.0,809.44,Женский,46-60,Онлайн,0
246,2025-01-03,10,Санкт-Петербург,43,Косметика и гигиена,308.93,1,0.0,308.93,Мужской,46-60,Карта,0
247,2025-01-03,21,Екатеринбург,52,БАД и витамины,398.63,2,0.0,797.26,Женский,18-30,Онлайн,0
248,2025-01-03,11,Санкт-Петербург,33,Лекарства (без рецепта),335.53,5,0.0,1677.65,Мужской,60+,Карта,0
249,2025-01-03,10,Санкт-Петербург,34,Лекарства (без рецепта),247.64,4,0.0,990.56,Мужской,46-60,Наличные,0
250,2025-01-03,6,Москва,47,Косметика и гигиена,202.36,5,0.0,1011.8,Мужской,18-30,Наличные,0
251,2025-01-03,15,Казань,13,Лекарства (рецепт),383.03,5,0.0,1915.15,Женский,18-30,Карта,0
252,2025-01-03,14,Казань,50,Косметика и гигиена,316.91,3,0.0,950.73,Женский,46-60,Карта,0
253,2025-01-03,13,Санкт-Петербург,49,Косметика и гигиена,384.98,2,0.0,769.96,Женский,46-60,Наличные,0
254,2025-01-03,9,Санкт-Петербург,31,Лекарства (без рецепта),256.56,6,0.0,1539.36,Женский,31-45,Онлайн,0
255,2025-01-03,21,Екатеринбург,20,Лекарства (без рецепта),325.54,4,0.0,1302.16,Женский,46-60,Наличные,0
256,2025-01-03,11,Санкт-Петербург,30,Лекарства (без рецепта),347.78,3,0.0,1043.34,Женский,46-60,Наличные,0
257,2025-01-03,13,Санкт-Петербург,44,Косметика и гигиена,392.07,4,0.0,1568.28,Мужской,31-45,Онлайн,0
258,2025-01-03,11,Санкт-Петербург,2,Лекарства (рецепт),518.76,4,0.0,2075.04,Мужской,18-30,Карта,0
259,2025-01-03,15,Казань,19,Лекарства (без рецепта),221.19,4,0.0,884.76,Женский,31-45,Онлайн,0
260,2025-01-03,18,Новосибирск,47,Косметика и гигиена,202.36,3,0.0,607.08,Женский,46-60,Онлайн,0
261,2025-01-03,8,Москва,18,Лекарства (без рецепта),359.03,4,0.0,1436.12,Женский,46-60,Онлайн,0
262,2025-01-03,2,Москва,26,Лекарства (без рецепта),324.19,7,0.0,2269.33,Женский,18-30,Онлайн,0
263,2025-01-03,17,Новосибирск,4,Лекарства (рецепт),386.79,5,0.0,1933.95,Женский,60+,Наличные,0
264,2025-01-03,12,Санкт-Петербург,24,Лекарства (без рецепта),295.65,3,0.0,886.95,Женский,60+,Онлайн,0
265,2025-01-03,9,Санкт-Петербург,19,Лекарства (без рецепта),221.19,11,0.0,2433.09,Женский,46-60,Онлайн,0
266,2025-01-03,21,Екатеринбург,25,Лекарства (без рецепта),284.73,3,0.0,854.19,Женский,46-60,Карта,0
267,2025-01-03,19,Новосибирск,46,Косметика и гигиена,312.96,5,0.0,1564.8,Мужской,46-60,Карта,0
268,2025-01-03,9,Санкт-Петербург,43,Косметика и гигиена,308.93,2,0.0,617.86,Мужской,46-60,Онлайн,0
269,2025-01-03,13,Санкт-Петербург,5,Лекарства (рецепт),330.43,4,0.0,1321.72,Мужской,46-60,Карта,0
270,2025-01-03,2,Москва,34,Лекарства (без рецепта),247.64,4,0.0,990.56,Женский,18-30,Карта,0
271,2025-01-03,10,Санкт-Петербург,13,Лекарства (рецепт),383.03,2,0.0,766.06,Женский,46-60,Онлайн,0
272,2025-01-03,13,Санкт-Петербург,17,Лекарства (без рецепта),223.04,6,0.0,1338.24,Женский,60+,Карта,0
273,2025-01-03,18,Новосибирск,16,Лекарства (без рецепта),251.55,6,0.0,1509.3,Мужской,31-45,Наличные,0
274,2025-01-03,11,Санкт-Петербург,51,БАД и витамины,473.69,1,0.0,473.69,Женский,60+,Наличные,0
275,2025-01-03,19,Новосибирск,5,Лекарства (рецепт),330.43,4,0.0,1321.72,Женский,18-30,Онлайн,0
276,2025-01-03,1,Москва,28,Лекарства (без рецепта),235.28,3,0.0,705.84,Мужской,46-60,Онлайн,0
277,2025-01-03,5,Москва,6,Лекарства (рецепт),501.67,1,0.0,501.67,Мужской,31-45,Карта,0
278,2025-01-03,1,Москва,50,Косметика и гигиена,316.91,5,0.0,1584.55,Женский,31-45,Карта,0
279,2025-01-03,1,Москва,53,БАД и витамины,396.5,4,0.0,1586.0,Женский,46-60,Карта,0
280,2025-01-03,4,Москва,56,БАД и витамины,442.76,4,0.0,1771.04,Женский,46-60,Наличные,0
281,2025-01-03,14,Казань,27,Лекарства (без рецепта),257.62,9,0.0,2318.58,Мужской,18-30,Онлайн,0
282,2025-01-03,3,Москва,48,Косметика и гигиена,234.26,2,0.0,468.52,Женский,18-30,Онлайн,0
283,2025-01-03,2,Москва,55,БАД и витамины,576.48,1,0.0,576.48,Мужской,60+,Наличные,0
284,2025-01-03,6,Москва,36,Косметика и гигиена,269.55,6,0.0,1617.3,Женский,31-45,Онлайн,0
285,2025-01-03,15,Казань,50,Косметика и гигиена,316.91,6,0.0,1901.46,Мужской,31-45,Онлайн,0
286,2025-01-03,11,Санкт-Петербург,55,БАД и витамины,576.48,3,0.0,1729.44,Мужской,60+,Карта,0
287,2025-01-03,5,Москва,21,Лекарства (без рецепта),318.02,3,0.0,954.06,Женский,31-45,Онлайн,0
288,2025-01-03,15,Казань,27,Лекарства (без рецепта),257.62,7,0.0,1803.34,Женский,31-45,Онлайн,0
289,2025-01-03,10,Санкт-Петербург,49,Косметика и гигиена,384.98,7,0.0,2694.86,Мужской,46-60,Карта,0
290,2025-01-03,21,Екатеринбург,3,Лекарства (рецепт),283.27,2,0.0,566.54,Женский,60+,Карта,0
291,2025-01-03,8,Москва,30,Лекарства (без рецепта),347.78,6,0.0,2086.68,Мужской,18-30,Онлайн,0
292,2025-01-03,15,Казань,26,Лекарства (без рецепта),324.19,5,0.0,1620.95,Мужской,46-60,Онлайн,0
293,2025-01-03,2,Москва,28,Лекарства (без рецепта),235.28,8,0.0,1882.24,Мужской,31-45,Карта,0
294,2025-01-03,1,Москва,44,Косметика и гигиена,392.07,5,0.0,1960.35,Мужской,46-60,Наличные,0
295,2025-01-03,16,Казань,42,Косметика и гигиена,245.36,3,0.0,736.08,Мужской,31-45,Карта,0
296,2025-01-03,21,Екатеринбург,63,БАД и витамины,710.23,3,0.0,2130.69,Женский,46-60,Карта,0
297,2025-01-03,10,Санкт-Петербург,6,Лекарства (рецепт),501.67,1,0.0,501.67,Мужской,46-60,Онлайн,0
298,2025-01-03,19,Новосибирск,41,Косметика и гигиена,318.23,3,0.0,954.69,Женский,46-60,Онлайн,0
299,2025-01-03,10,Санкт-Петербург,3,Лекарства (рецепт),283.27,3,0.0,849.81,Женский,60+,Наличные,0
300,2025-01-03,12,Санкт-Петербург,7,Лекарства (рецепт),538.36,3,0.0,1615.08,Женский,18-30,Онлайн,0
301,2025-01-03,13,Санкт-Петербург,24,Лекарства (без рецепта),295.65,5,0.0,1478.25,Мужской,46-60,Наличные,0
302,2025-01-03,7,Москва,66,БАД и витамины,602.57,3,0.0,1807.71,Женский,46-60,Онлайн,0
303,2025-01-03,21,Екатеринбург,64,БАД и витамины,436.83,2,0.0,873.66,Женский,46-60,Наличные,0
304,2025-01-03,14,Казань,24,Лекарства (без рецепта),295.65,6,0.0,1773.9,Женский,46-60,Онлайн,0
305,2025-01-03,9,Санкт-Петербург,8,Лекарства (рецепт),329.77,7,0.0,2308.39,Мужской,60+,Наличные,0
306,2025-01-03,22,Екатеринбург,39,Косметика и гигиена,404.74,3,0.0,1214.22,Женский,31-45,Наличные,0
307,2025-01-03,18,Новосибирск,60,БАД и витамины,386.95,1,0.0,386.95,Мужской,46-60,Наличные,0
308,2025-01-03,19,Новосибирск,44,Косметика и гигиена,392.07,5,0.0,1960.35,Женский,46-60,Онлайн,0
309,2025-01-03,4,Москва,43,Косметика и гигиена,308.93,5,0.0,1544.65,Женский,18-30,Онлайн,0
310,2025-01-03,20,Екатеринбург,53,БАД и витамины,396.5,1,0.0,396.5,Мужской,46-60,Наличные,0
311,2025-01-03,16,Казань,63,БАД и витамины,710.23,2,0.0,1420.46,Женский,31-45,Карта,0
312,2025-01-03,17,Новосибирск,39,Косметика и гигиена,404.74,4,0.0,1618.96,Женский,46-60,Онлайн,0
313,2025-01-04,3,Москва,11,Лекарства (рецепт),348.5,3,0.0,1045.5,Мужской,31-45,Карта,0
314,2025-01-04,7,Москва,30,Лекарства (без рецепта),347.78,3,0.0,1043.34,Женский,46-60,Наличные,0
315,2025-01-04,13,Санкт-Петербург,10,Лекарства (рецепт),414.76,2,0.0,829.52,Женский,18-30,Наличные,0
316,2025-01-04,11,Санкт-Петербург,28,Лекарства (без рецепта),235.28,3,0.0,705.84,Женский,46-60,Онлайн,0
317,2025-01-04,4,Москва,14,Лекарства (рецепт),458.37,4,0.0,1833.48,Женский,18-30,Онлайн,0
318,2025-01-04,15,Казань,22,Лекарства (без рецепта),296.25,7,0.0,2073.75,Мужской,31-45,Онлайн,0
319,2025-01-04,20,Екатеринбург,36,Косметика и гигиена,269.55,3,0.0,808.65,Мужской,18-30,Карта,0
320,2025-01-04,7,Москва,26,Лекарства (без рецепта),324.19,1,0.0,324.19,Женский,46-60,Наличные,0
321,2025-01-04,14,Казань,45,Косметика и гигиена,408.22,6,0.0,2449.32,Женский,46-60,Онлайн,0
322,2025-01-04,14,Казань,47,Косметика и гигиена,202.36,2,0.0,404.72,Женский,31-45,Наличные,0
323,2025-01-04,12,Санкт-Петербург,34,Лекарства (без рецепта),247.64,4,0.0,990.56,Женский,60+,Онлайн,0
324,2025-01-04,13,Санкт-Петербург,49,Косметика и гигиена,384.98,4,0.0,1539.92,Женский,46-60,Наличные,0
325,2025-01-04,7,Москва,35,Лекарства (без рецепта),266.61,5,0.0,1333.05,Мужской,46-60,Карта,0
326,2025-01-04,16,Казань,11,Лекарства (рецепт),348.5,3,0.0,1045.5,Женский,31-45,Онлайн,0
327,2025-01-04,18,Новосибирск,37,Косметика и гигиена,362.46,3,0.0,1087.38,Мужской,46-60,Карта,0
328,2025-01-04,20,Екатеринбург,1,Лекарства (рецепт),310.8,3,0.0,932.4,Женский,18-30,Онлайн,0
329,2025-01-04,22,Екатеринбург,32,Лекарства (без рецепта),321.04,4,0.0,1284.16,Женский,46-60,Онлайн,0
330,2025-01-04,18,Новосибирск,27,Лекарства (без рецепта),257.62,3,0.0,772.86,Женский,46-60,Наличные,0
331,2025-01-04,15,Казань,32,Лекарства (без рецепта),321.04,5,0.0,1605.2,Женский,60+,Наличные,0
332,2025-01-04,18,Новосибирск,1,Лекарства (рецепт),310.8,3,0.0,932.4,Женский,46-60,Карта,0
333,2025-01-04,2,Москва,56,БАД и витамины,442.76,1,0.0,442.76,Мужской,31-45,Карта,0
334,2025-01-04,13,Санкт-Петербург,40,Косметика и гигиена,389.97,1,0.0,389.97,Мужской,46-60,Наличные,0
335,2025-01-04,11,Санкт-Петербург,37,Косметика и гигиена,362.46,8,0.0,2899.68,Женский,60+,Онлайн,0
336,2025-01-04,7,Москва,66,БАД и витамины,602.57,2,0.0,1205.14,Мужской,46-60,Наличные,0
